name,recclass,mass (g),fall,year,reclat,reclong
Northwest Africa 2251,Howardite,17,Found,2001,27.96667,-7.95
Acfer 348,L5,8750,Found,2001,27.97933,4.27817
Northwest Africa 2257,L6,47.9,Found,2001,28.5,-7.9
Northwest Africa 2258,L6,57.4,Found,2001,28.58333,-7.96667
Northwest Africa 2259,H5,485,Found,2001,28.6,-7.98333
Hammadah al Hamra 314,LL6,1470,Found,2001,28.65467,13.45883
Northwest Africa 2265,L3.8,40,Found,2001,28.66667,-7.53333
Northwest Africa 2266,L3.8-6,33.9,Found,2001,28.75,-7.58333
Hammadah al Hamra 320,H6,7823,Found,2001,28.97067,12.206
Hammadah al Hamra 321,H5,100,Found,2001,29.03617,11.5065
Ararki,L5,4460,Found,2001,29.06,74.44
Hammadah al Hamra 322,H6,152,Found,2001,29.08933,12.427
Hammadah al Hamra 343,H4,342,Found,2001,29.10117,12.03333
Hammadah al Hamra 319,H5,303,Found,2001,29.1405,11.89617
Hammadah al Hamra 342,L5,482,Found,2001,29.142,11.89583
Hammadah al Hamra 323,H4,358,Found,2001,29.1825,12.26183
Hammadah al Hamra 315,L6,609,Found,2001,29.2705,11.54
Hammadah al Hamra 341,LL5,1530,Found,2001,29.31083,11.6025
Hammadah al Hamra 316,L6,176,Found,2001,29.33967,11.62433
Hammadah al Hamra 317,EL4,105,Found,2001,29.351,11.593
Hammadah al Hamra 318,L5,14,Found,2001,29.3785,11.54633
Hammadah al Hamra 337,CK4,198,Found,2001,29.48333,12.12333
Northwest Africa 840,H5,2875,Found,2001,30.19267,-9.03667
Northwest Africa 841,L6,8012,Found,2001,30.19267,-9.03667
Northwest Africa 850,H5,5300,Found,2001,30.40667,-5.89233
Northwest Africa 1196,L4/5,43,Found,2001,30.808,-5.85583
Northwest Africa 844,H3,629,Found,2001,30.808,-5.85583
Northwest Africa 845,R4,36,Found,2001,30.808,-5.85583
Northwest Africa 852,CR2,174,Found,2001,30.808,-5.85583
Northwest Africa 1580,L6,5700,Found,2001,31.33333,-4
Northwest Africa 457,H6,175,Found,2001,31.36817,-4.01683
Northwest Africa 459,H3,300,Found,2001,31.36817,-4.01683
Northwest Africa 460,H6,655,Found,2001,31.36817,-4.01683
Northwest Africa 464,H3,159,Found,2001,31.36817,-4.01683
Northwest Africa 466,L6,46,Found,2001,31.36817,-4.01683
Northwest Africa 1581,L6,50200,Found,2001,31.38333,-4.25
Northwest Africa 1579,L5,5200,Found,2001,31.5,-4.85
Northwest Africa 1578,L6,1549,Found,2001,31.6,-4.38333
Willcox Playa 002,L6,12,Found,2001,32.18167,-109.7895
Beni M'hira,L6,19000,Fell,2001,32.86667,10.8
Roosevelt County 106,L6,98.8,Found,2001,34.21667,-103.93333
Payson,L6,1728,Found,2001,34.23333,-111.4
Little Ash Creek,L5,21.4,Found,2001,34.38667,-112.02833
El Mirage Dry Lake 002,H4,13,Found,2001,34.64667,-117.58108
Coyote Dry Lake 151,H6,90.04,Found,2001,35.05602,-116.72368
Coyote Dry Lake 152,H5,10.84,Found,2001,35.05607,-116.72365
Coyote Dry Lake 159,H5,17.7,Found,2001,35.05865,-116.76872
Coyote Dry Lake 155,H4,17.02,Found,2001,35.06847,-116.76905
Coyote Dry Lake 153,H5,13.87,Found,2001,35.07362,-116.76372
Superior Valley 004,L6,15.3,Found,2001,35.23533,-117.1005
Superior Valley 009,L6,116.42,Found,2001,35.23583,-117.044
Superior Valley 008,L6,77.44,Found,2001,35.236,-117.044
Superior Valley 011,H6,2.52,Found,2001,35.23617,-117.043
Superior Valley 010,L4,26.26,Found,2001,35.23633,-117.04317
Superior Valley 005,H6,32.92,Found,2001,35.238,-117.0365
Superior Valley 007,L6,67.21,Found,2001,35.23833,-117.03283
Superior Valley 006,H6,78.5,Found,2001,35.23883,-117.02667
Superior Valley 003,H6,65.6,Found,2001,35.24742,-117.0999
Red Dry Lake 006,H4,40,Found,2001,35.62705,-114.04336
Red Dry Lake 009,H3.6,13,Found,2001,35.62723,-114.04323
Red Dry Lake 003,H6,94,Found,2001,35.64552,-114.03069
Red Dry Lake 004,H6,13.5,Found,2001,35.6464,-114.02849
Red Dry Lake 005,H6,12,Found,2001,35.64645,-114.02853
Red Dry Lake 002,H6,21.5,Found,2001,35.65306,-114.02437
Roach Dry Lake 021,H6,59.2,Found,2001,35.67298,-115.36717
Roach Dry Lake 006,H6,6.53,Found,2001,35.68345,-115.34703
Stewart Valley 001,H6,75.6,Found,2001,36.2058,-116.17042
Stewart Valley 002,L6,28.9,Found,2001,36.20758,-116.16918
Stewart Valley 003,H4,6.8,Found,2001,36.21153,-116.16785
Stewart Valley 005,L6,62,Found,2001,36.22907,-116.17935
Stewart Valley 007,H4,8.7,Found,2001,36.23722,-116.17242
Stewart Valley 006,H4,20.1,Found,2001,36.23728,-116.1722
Stewart Valley 008,H6,4.2,Found,2001,36.23743,-116.17223
Stewart Valley 004,L6,58.9,Found,2001,36.25547,-116.18552
Arches,L5,534,Found,2001,38.68867,-109.58517
Tule Valley,L6,17.69,Found,2001,38.99861,-113.38167
Tungsten Mountain 002,H6,11.3,Found,2001,39.67357,-117.60432
Tungsten Mountain 009,H4,31,Found,2001,39.68035,-117.62918
Tungsten Mountain 008,H5,7,Found,2001,39.68072,-117.62778
Tungsten Mountain 010,H5,13.4,Found,2001,39.68432,-117.62052
Tungsten Mountain 006,L6,8.8,Found,2001,39.68436,-117.62018
Tungsten Mountain 005,L6,4.7,Found,2001,39.6844,-117.62007
Tungsten Mountain 004,H6,8.1,Found,2001,39.68444,-117.62022
Tungsten Mountain 003,H4,7.8,Found,2001,39.68449,-117.62072
Tungsten Mountain 007,H5,44,Found,2001,39.68518,-117.62105
Bukhara,CV3,5300,Fell,2001,39.77978,64.60035
Diamond Valley,H5,440,Found,2001,40.08173,-115.93673
Bluewing 008,H5,451.7,Found,2001,40.27957,-118.94642
Kumiva Valley,H5,30.15,Found,2001,40.37972,-119.08639
Horh Uul,"Iron, IIIAB",44000,Found,2001,43.25,104.16667
Southampton,Pallasite,3580,Found,2001,44.50642,-81.37217
Beyneu,H6,45,Found,2001,45.4633,55.23497
Verkhnyi Saltov,"Iron, IIIAB",9530,Found,2001,50.11112,36.8001
LaPaz Icefield 02204,L5,1313.7,Found,2002,-86.36667,-70
LaPaz Icefield 02205,Lunar (basalt),1226.3,Found,2002,-86.36667,-70
LaPaz Icefield 02206,CV3,1284.6,Found,2002,-86.36667,-70
LaPaz Icefield 02207,LL5,2920.4,Found,2002,-86.36667,-70
LaPaz Icefield 02209,LL5,1563.1,Found,2002,-86.36667,-70
LaPaz Icefield 02210,LL5,2237.6,Found,2002,-86.36667,-70
LaPaz Icefield 02212,LL5,1456,Found,2002,-86.36667,-70
LaPaz Icefield 02213,LL5,592.6,Found,2002,-86.36667,-70
LaPaz Icefield 02214,LL5,745.1,Found,2002,-86.36667,-70
LaPaz Icefield 02215,LL5,484.1,Found,2002,-86.36667,-70
LaPaz Icefield 02216,Diogenite,612.6,Found,2002,-86.36667,-70
LaPaz Icefield 02217,LL5,653.4,Found,2002,-86.36667,-70
LaPaz Icefield 02218,H4,473.7,Found,2002,-86.36667,-70
LaPaz Icefield 02219,LL5,540.5,Found,2002,-86.36667,-70
LaPaz Icefield 02220,LL5,154.3,Found,2002,-86.36667,-70
LaPaz Icefield 02221,LL5,184.2,Found,2002,-86.36667,-70
LaPaz Icefield 02222,LL5,450.5,Found,2002,-86.36667,-70
LaPaz Icefield 02223,LL5,138.8,Found,2002,-86.36667,-70
LaPaz Icefield 02224,Lunar (basalt),252.5,Found,2002,-86.36667,-70
LaPaz Icefield 02225,EH-imp melt,313.5,Found,2002,-86.36667,-70
LaPaz Icefield 02226,Lunar (basalt),244.1,Found,2002,-86.36667,-70
LaPaz Icefield 02227,LL5,308.5,Found,2002,-86.36667,-70
LaPaz Icefield 02228,CV3,335.8,Found,2002,-86.36667,-70
LaPaz Icefield 02229,LL5,252.4,Found,2002,-86.36667,-70
LaPaz Icefield 02230,LL6,218.7,Found,2002,-86.36667,-70
LaPaz Icefield 02231,H5,256.7,Found,2002,-86.36667,-70
LaPaz Icefield 02232,LL6,230.9,Found,2002,-86.36667,-70
LaPaz Icefield 02233,Aubrite,18.1,Found,2002,-86.36667,-70
LaPaz Icefield 02234,LL6,24.18,Found,2002,-86.36667,-70
LaPaz Icefield 02235,L5,31.11,Found,2002,-86.36667,-70
LaPaz Icefield 02236,LL5,40.04,Found,2002,-86.36667,-70
LaPaz Icefield 02237,H5,24.4,Found,2002,-86.36667,-70
LaPaz Icefield 02238,R,26.6,Found,2002,-86.36667,-70
LaPaz Icefield 02239,CM2,39.3,Found,2002,-86.36667,-70
LaPaz Icefield 02240,H-imp melt,28.16,Found,2002,-86.36667,-70
LaPaz Icefield 02241,LL5,106,Found,2002,-86.36667,-70
LaPaz Icefield 02242,H5,6.86,Found,2002,-86.36667,-70
LaPaz Icefield 02243,H5,11.67,Found,2002,-86.36667,-70
LaPaz Icefield 02244,LL5,106.46,Found,2002,-86.36667,-70
LaPaz Icefield 02245,LL5,108.35,Found,2002,-86.36667,-70
LaPaz Icefield 02246,LL5,127.4,Found,2002,-86.36667,-70
LaPaz Icefield 02247,H5,25.33,Found,2002,-86.36667,-70
LaPaz Icefield 02248,LL5,68.02,Found,2002,-86.36667,-70
LaPaz Icefield 02249,LL4,20.74,Found,2002,-86.36667,-70
LaPaz Icefield 02250,LL5,94.3,Found,2002,-86.36667,-70
LaPaz Icefield 02251,L4,119.03,Found,2002,-86.36667,-70
LaPaz Icefield 02252,H6,20.76,Found,2002,-86.36667,-70
LaPaz Icefield 02253,LL5,78.66,Found,2002,-86.36667,-70
LaPaz Icefield 02254,H5,114.6,Found,2002,-86.36667,-70
LaPaz Icefield 02255,LL5,94.8,Found,2002,-86.36667,-70
LaPaz Icefield 02256,L5,162.77,Found,2002,-86.36667,-70
LaPaz Icefield 02257,LL5,132.33,Found,2002,-86.36667,-70
LaPaz Icefield 02258,LL5,32.88,Found,2002,-86.36667,-70
LaPaz Icefield 02259,LL5,54.55,Found,2002,-86.36667,-70
LaPaz Icefield 02260,LL5,144.88,Found,2002,-86.36667,-70
LaPaz Icefield 02261,LL5,118.3,Found,2002,-86.36667,-70
LaPaz Icefield 02262,LL5,45.35,Found,2002,-86.36667,-70
LaPaz Icefield 02263,LL5,92.22,Found,2002,-86.36667,-70
LaPaz Icefield 02264,L5,60.33,Found,2002,-86.36667,-70
LaPaz Icefield 02265,LL5,52.13,Found,2002,-86.36667,-70
LaPaz Icefield 02266,LL4,141.88,Found,2002,-86.36667,-70
LaPaz Icefield 02267,H6,39.85,Found,2002,-86.36667,-70
LaPaz Icefield 02268,L5,17.81,Found,2002,-86.36667,-70
LaPaz Icefield 02269,CM2,24.24,Found,2002,-86.36667,-70
LaPaz Icefield 02271,LL5,9.17,Found,2002,-86.36667,-70
LaPaz Icefield 02273,LL5,25.25,Found,2002,-86.36667,-70
LaPaz Icefield 02274,H6,26.16,Found,2002,-86.36667,-70
LaPaz Icefield 02275,LL5,38.18,Found,2002,-86.36667,-70
LaPaz Icefield 02276,LL5,44.16,Found,2002,-86.36667,-70
LaPaz Icefield 02277,CM1,7.76,Found,2002,-86.36667,-70
LaPaz Icefield 02278,H5,3.44,Found,2002,-86.36667,-70
LaPaz Icefield 02279,L5,5.32,Found,2002,-86.36667,-70
LaPaz Icefield 02280,H5,17.18,Found,2002,-86.36667,-70
LaPaz Icefield 02281,LL5,18.78,Found,2002,-86.36667,-70
LaPaz Icefield 02282,LL5,4.34,Found,2002,-86.36667,-70
LaPaz Icefield 02283,LL5,37.09,Found,2002,-86.36667,-70
LaPaz Icefield 02284,L5,6.99,Found,2002,-86.36667,-70
LaPaz Icefield 02285,LL5,4.95,Found,2002,-86.36667,-70
LaPaz Icefield 02286,L5,6.65,Found,2002,-86.36667,-70
LaPaz Icefield 02287,LL5,10.23,Found,2002,-86.36667,-70
LaPaz Icefield 02288,LL5,6.33,Found,2002,-86.36667,-70
LaPaz Icefield 02289,H5,9.74,Found,2002,-86.36667,-70
LaPaz Icefield 02290,L5,7.49,Found,2002,-86.36667,-70
LaPaz Icefield 02291,H5,3.49,Found,2002,-86.36667,-70
LaPaz Icefield 02292,L5,16.62,Found,2002,-86.36667,-70
LaPaz Icefield 02293,LL5,16.47,Found,2002,-86.36667,-70
LaPaz Icefield 02294,H5,17.38,Found,2002,-86.36667,-70
LaPaz Icefield 02295,H6,8.17,Found,2002,-86.36667,-70
LaPaz Icefield 02296,L5,7,Found,2002,-86.36667,-70
LaPaz Icefield 02297,H5,17.75,Found,2002,-86.36667,-70
LaPaz Icefield 02298,L5,17.02,Found,2002,-86.36667,-70
LaPaz Icefield 02299,L5,9.07,Found,2002,-86.36667,-70
LaPaz Icefield 02300,LL5,108.45,Found,2002,-86.36667,-70
LaPaz Icefield 02301,LL5,9.23,Found,2002,-86.36667,-70
LaPaz Icefield 02302,CM2,7.86,Found,2002,-86.36667,-70
LaPaz Icefield 02303,H5,9.93,Found,2002,-86.36667,-70
LaPaz Icefield 02304,LL5,13.46,Found,2002,-86.36667,-70
LaPaz Icefield 02305,L5,45.2,Found,2002,-86.36667,-70
LaPaz Icefield 02306,L5,7.4,Found,2002,-86.36667,-70
LaPaz Icefield 02307,H5,8.42,Found,2002,-86.36667,-70
LaPaz Icefield 02308,CM2,14.15,Found,2002,-86.36667,-70
LaPaz Icefield 02309,LL5,34.27,Found,2002,-86.36667,-70
LaPaz Icefield 02310,H5,16.8,Found,2002,-86.36667,-70
LaPaz Icefield 02311,LL5,3.6,Found,2002,-86.36667,-70
LaPaz Icefield 02312,L5,21.9,Found,2002,-86.36667,-70
LaPaz Icefield 02313,LL6,4.9,Found,2002,-86.36667,-70
LaPaz Icefield 02314,LL5,6.4,Found,2002,-86.36667,-70
LaPaz Icefield 02315,L4,19.8,Found,2002,-86.36667,-70
LaPaz Icefield 02316,LL6,5.6,Found,2002,-86.36667,-70
LaPaz Icefield 02317,LL5,3.2,Found,2002,-86.36667,-70
LaPaz Icefield 02318,H5,7.7,Found,2002,-86.36667,-70
LaPaz Icefield 02319,LL5,10.6,Found,2002,-86.36667,-70
LaPaz Icefield 02320,LL5,2626.4,Found,2002,-86.36667,-70
LaPaz Icefield 02321,LL5,1046,Found,2002,-86.36667,-70
LaPaz Icefield 02322,LL5,452.7,Found,2002,-86.36667,-70
LaPaz Icefield 02323,LL5,507.1,Found,2002,-86.36667,-70
LaPaz Icefield 02324,LL5,332.4,Found,2002,-86.36667,-70
LaPaz Icefield 02325,LL5,425.3,Found,2002,-86.36667,-70
LaPaz Icefield 02326,LL5,369.3,Found,2002,-86.36667,-70
LaPaz Icefield 02327,LL5,254.4,Found,2002,-86.36667,-70
LaPaz Icefield 02328,LL5,432.2,Found,2002,-86.36667,-70
LaPaz Icefield 02329,LL5,403.9,Found,2002,-86.36667,-70
LaPaz Icefield 02330,LL5,218.49,Found,2002,-86.36667,-70
LaPaz Icefield 02331,L5,190.88,Found,2002,-86.36667,-70
LaPaz Icefield 02332,L5,168.8,Found,2002,-86.36667,-70
LaPaz Icefield 02333,CM2,131.4,Found,2002,-86.36667,-70
LaPaz Icefield 02334,LL6,135.09,Found,2002,-86.36667,-70
LaPaz Icefield 02335,LL5,180.1,Found,2002,-86.36667,-70
LaPaz Icefield 02336,CM2,85.56,Found,2002,-86.36667,-70
LaPaz Icefield 02337,L4,164.8,Found,2002,-86.36667,-70
LaPaz Icefield 02338,L4,218.25,Found,2002,-86.36667,-70
LaPaz Icefield 02339,LL5,169.39,Found,2002,-86.36667,-70
LaPaz Icefield 02340,LL5,65.44,Found,2002,-86.36667,-70
LaPaz Icefield 02341,H6,103.66,Found,2002,-86.36667,-70
LaPaz Icefield 02342,CR2,42.42,Found,2002,-86.36667,-70
LaPaz Icefield 02343,LL5,14.35,Found,2002,-86.36667,-70
LaPaz Icefield 02344,LL5,27.53,Found,2002,-86.36667,-70
LaPaz Icefield 02345,LL5,9.37,Found,2002,-86.36667,-70
LaPaz Icefield 02346,L5,14.08,Found,2002,-86.36667,-70
LaPaz Icefield 02347,LL5,41.01,Found,2002,-86.36667,-70
LaPaz Icefield 02348,CM2,6.86,Found,2002,-86.36667,-70
LaPaz Icefield 02349,CM2,26.01,Found,2002,-86.36667,-70
LaPaz Icefield 02370,H5,1.19,Found,2002,-86.36667,-70
LaPaz Icefield 02371,LL5,213.2,Found,2002,-86.36667,-70
LaPaz Icefield 02372,LL5,181.13,Found,2002,-86.36667,-70
LaPaz Icefield 02373,LL5,167.97,Found,2002,-86.36667,-70
LaPaz Icefield 02374,L5,135.96,Found,2002,-86.36667,-70
LaPaz Icefield 02375,LL5,109.91,Found,2002,-86.36667,-70
LaPaz Icefield 02376,LL5,103.63,Found,2002,-86.36667,-70
LaPaz Icefield 02377,LL5,130.5,Found,2002,-86.36667,-70
LaPaz Icefield 02378,LL6,88.69,Found,2002,-86.36667,-70
LaPaz Icefield 02379,LL6,85.51,Found,2002,-86.36667,-70
LaPaz Icefield 02380,H6,162.78,Found,2002,-86.36667,-70
LaPaz Icefield 02381,LL5,75.96,Found,2002,-86.36667,-70
LaPaz Icefield 02382,Ureilite,74.32,Found,2002,-86.36667,-70
LaPaz Icefield 02383,LL5,51.08,Found,2002,-86.36667,-70
LaPaz Icefield 02384,H6,35.04,Found,2002,-86.36667,-70
LaPaz Icefield 02385,LL5,40.68,Found,2002,-86.36667,-70
LaPaz Icefield 02386,L5,51.39,Found,2002,-86.36667,-70
LaPaz Icefield 02387,LL5,38.76,Found,2002,-86.36667,-70
LaPaz Icefield 02388,LL5,24.67,Found,2002,-86.36667,-70
LaPaz Icefield 02389,L5,33.81,Found,2002,-86.36667,-70
LaPaz Icefield 02390,LL5,26.48,Found,2002,-86.36667,-70
LaPaz Icefield 02391,LL5,5.56,Found,2002,-86.36667,-70
LaPaz Icefield 02392,LL5,22.51,Found,2002,-86.36667,-70
LaPaz Icefield 02393,LL5,9.99,Found,2002,-86.36667,-70
LaPaz Icefield 02394,L5,8.58,Found,2002,-86.36667,-70
LaPaz Icefield 02395,LL5,18.05,Found,2002,-86.36667,-70
LaPaz Icefield 02396,L5,28.24,Found,2002,-86.36667,-70
LaPaz Icefield 02397,LL5,46.21,Found,2002,-86.36667,-70
LaPaz Icefield 02398,L5,35.42,Found,2002,-86.36667,-70
LaPaz Icefield 02399,L5,5.81,Found,2002,-86.36667,-70
LaPaz Icefield 02400,L5,29.6,Found,2002,-86.36667,-70
LaPaz Icefield 02401,L5,30.15,Found,2002,-86.36667,-70
LaPaz Icefield 02402,LL5,36.37,Found,2002,-86.36667,-70
LaPaz Icefield 02403,LL5,5.94,Found,2002,-86.36667,-70
LaPaz Icefield 02404,L5,10.1,Found,2002,-86.36667,-70
LaPaz Icefield 02405,H5,8.72,Found,2002,-86.36667,-70
LaPaz Icefield 02406,L5,8.31,Found,2002,-86.36667,-70
LaPaz Icefield 02407,LL5,40.52,Found,2002,-86.36667,-70
LaPaz Icefield 02408,LL5,21.77,Found,2002,-86.36667,-70
LaPaz Icefield 02409,LL5,22.9,Found,2002,-86.36667,-70
LaPaz Icefield 02410,L5,77.48,Found,2002,-86.36667,-70
LaPaz Icefield 02411,LL5,122.46,Found,2002,-86.36667,-70
LaPaz Icefield 02412,LL5,172.38,Found,2002,-86.36667,-70
LaPaz Icefield 02413,LL5,41.76,Found,2002,-86.36667,-70
LaPaz Icefield 02414,LL5,41.96,Found,2002,-86.36667,-70
LaPaz Icefield 02415,LL5,34.71,Found,2002,-86.36667,-70
LaPaz Icefield 02416,LL5,44.25,Found,2002,-86.36667,-70
LaPaz Icefield 02417,L5,3.08,Found,2002,-86.36667,-70
LaPaz Icefield 02418,LL5,54.63,Found,2002,-86.36667,-70
LaPaz Icefield 02419,LL5,17.54,Found,2002,-86.36667,-70
LaPaz Icefield 02420,LL5,15.1,Found,2002,-86.36667,-70
LaPaz Icefield 02421,LL5,18.9,Found,2002,-86.36667,-70
LaPaz Icefield 02422,CM1,1.99,Found,2002,-86.36667,-70
LaPaz Icefield 02423,LL5,6.23,Found,2002,-86.36667,-70
LaPaz Icefield 02424,H5,3.62,Found,2002,-86.36667,-70
LaPaz Icefield 02425,L5,6.05,Found,2002,-86.36667,-70
LaPaz Icefield 02426,L5,7.56,Found,2002,-86.36667,-70
LaPaz Icefield 02427,L5,2.56,Found,2002,-86.36667,-70
LaPaz Icefield 02428,LL5,13.42,Found,2002,-86.36667,-70
LaPaz Icefield 02429,H5,6.45,Found,2002,-86.36667,-70
LaPaz Icefield 02430,L6,1.3,Found,2002,-86.36667,-70
LaPaz Icefield 02431,L5,7.5,Found,2002,-86.36667,-70
LaPaz Icefield 02432,LL5,6.3,Found,2002,-86.36667,-70
LaPaz Icefield 02433,LL5,9.1,Found,2002,-86.36667,-70
LaPaz Icefield 02434,L5,0.2,Found,2002,-86.36667,-70
LaPaz Icefield 02435,L5,9.2,Found,2002,-86.36667,-70
LaPaz Icefield 02436,Lunar (basalt),59,Found,2002,-86.36667,-70
Pecora Escarpment 01017,LL5,44.2,Found,2002,-85.69268,-68.97183
Pecora Escarpment 01016,H4,2,Found,2002,-85.69185,-68.95683
Pecora Escarpment 01012,L5,7.5,Found,2002,-85.69,-68.83967
Pecora Escarpment 01013,LL5,12.2,Found,2002,-85.68755,-68.8922
Pecora Escarpment 01014,LL5,62.8,Found,2002,-85.68735,-68.88643
Pecora Escarpment 01015,H4,4.4,Found,2002,-85.68692,-68.9515
Pecora Escarpment 01010,LL5,8.9,Found,2002,-85.68623,-68.81845
Pecora Escarpment 01020,H6,20.9,Found,2002,-85.68567,-68.79067
Pecora Escarpment 01019,H5,0.3,Found,2002,-85.68555,-68.79682
Pecora Escarpment 01003,Pallasite,2.7,Found,2002,-85.68527,-68.80617
Pecora Escarpment 01008,H5,25.6,Found,2002,-85.68527,-68.77355
Pecora Escarpment 01034,L6,67.6,Found,2002,-85.68493,-68.82632
Pecora Escarpment 01004,LL5,10.9,Found,2002,-85.68432,-68.79237
Pecora Escarpment 01005,L6,0.2,Found,2002,-85.68425,-68.79143
Pecora Escarpment 01007,H5,12.95,Found,2002,-85.6842,-68.80223
Pecora Escarpment 01009,H4,10.17,Found,2002,-85.6841,-68.807
Pecora Escarpment 01018,L6,8.5,Found,2002,-85.68397,-68.86203
Pecora Escarpment 01006,EL4,0.75,Found,2002,-85.68352,-68.80075
Pecora Escarpment 01022,H6,20.7,Found,2002,-85.6755,-68.60183
Pecora Escarpment 01011,L6,3.75,Found,2002,-85.675,-68.802
Pecora Escarpment 01021,Eucrite-mmict,8.5,Found,2002,-85.673,-68.71758
Pecora Escarpment 01025,H5,5.1,Found,2002,-85.66953,-68.50912
Pecora Escarpment 01002,H5,41.5,Found,2002,-85.6668,-69.04028
Pecora Escarpment 01029,H-melt rock,7,Found,2002,-85.65628,-68.63613
Pecora Escarpment 01032,L5,130.1,Found,2002,-85.65555,-68.65638
Pecora Escarpment 01033,L5,3.6,Found,2002,-85.65507,-68.66553
Pecora Escarpment 01030,Diogenite-pm,14.2,Found,2002,-85.65432,-68.57205
Pecora Escarpment 01031,L5,134.6,Found,2002,-85.65352,-68.65107
Pecora Escarpment 01023,EH4,20.9,Found,2002,-85.65317,-68.60317
Pecora Escarpment 01024,H5,4.5,Found,2002,-85.65283,-68.60717
Pecora Escarpment 01028,LL4,13.9,Found,2002,-85.65233,-68.564
Pecora Escarpment 01026,Acapulcoite,29,Found,2002,-85.65205,-68.56933
Pecora Escarpment 01027,EH4,4.5,Found,2002,-85.65187,-68.64183
Pecora Escarpment 02001,L5,354,Found,2002,-85.63333,-68.7
Pecora Escarpment 02002,H5,451.3,Found,2002,-85.63333,-68.7
Pecora Escarpment 02003,H5,308.6,Found,2002,-85.63333,-68.7
Pecora Escarpment 02004,L5,401.9,Found,2002,-85.63333,-68.7
Pecora Escarpment 02005,L5,220.46,Found,2002,-85.63333,-68.7
Pecora Escarpment 02006,H5,661.6,Found,2002,-85.63333,-68.7
Pecora Escarpment 02007,Lunar (anorth),22.4,Found,2002,-85.63333,-68.7
Pecora Escarpment 02008,Diogenite,19.1,Found,2002,-85.63333,-68.7
Pecora Escarpment 02009,Howardite,22.5,Found,2002,-85.63333,-68.7
Pecora Escarpment 02010,CM2,70.8,Found,2002,-85.63333,-68.7
Pecora Escarpment 02011,CM2,2.6,Found,2002,-85.63333,-68.7
Pecora Escarpment 02012,CM2,58.9,Found,2002,-85.63333,-68.7
Pecora Escarpment 02013,Howardite,41,Found,2002,-85.63333,-68.7
Pecora Escarpment 02014,Howardite,21.2,Found,2002,-85.63333,-68.7
Pecora Escarpment 02015,Howardite,16.8,Found,2002,-85.63333,-68.7
Pecora Escarpment 02016,Howardite,23.9,Found,2002,-85.63333,-68.7
Pecora Escarpment 02017,Diogenite,2.4,Found,2002,-85.63333,-68.7
Pecora Escarpment 02018,Howardite,3.1,Found,2002,-85.63333,-68.7
Pecora Escarpment 02019,Howardite,11.7,Found,2002,-85.63333,-68.7
Pecora Escarpment 02020,LL5,77.98,Found,2002,-85.63333,-68.7
Pecora Escarpment 02021,LL6,74.57,Found,2002,-85.63333,-68.7
Pecora Escarpment 02022,LL5,34.66,Found,2002,-85.63333,-68.7
Pecora Escarpment 02023,LL6,67.11,Found,2002,-85.63333,-68.7
Pecora Escarpment 02024,LL5,44.82,Found,2002,-85.63333,-68.7
Pecora Escarpment 02025,H5,78.99,Found,2002,-85.63333,-68.7
Pecora Escarpment 02026,LL6,106.79,Found,2002,-85.63333,-68.7
Pecora Escarpment 02027,LL5,98.44,Found,2002,-85.63333,-68.7
Pecora Escarpment 02028,H5,24.46,Found,2002,-85.63333,-68.7
Pecora Escarpment 02029,L6,10.39,Found,2002,-85.63333,-68.7
Pecora Escarpment 02030,H5,13.76,Found,2002,-85.63333,-68.7
Pecora Escarpment 02031,H6,3.73,Found,2002,-85.63333,-68.7
Pecora Escarpment 02032,H5,46.4,Found,2002,-85.63333,-68.7
Pecora Escarpment 02033,L5,34.59,Found,2002,-85.63333,-68.7
Pecora Escarpment 02034,H5,2.17,Found,2002,-85.63333,-68.7
Pecora Escarpment 02035,L5,29.09,Found,2002,-85.63333,-68.7
Pecora Escarpment 02036,H5,22.39,Found,2002,-85.63333,-68.7
Pecora Escarpment 02037,LL5,8.84,Found,2002,-85.63333,-68.7
Pecora Escarpment 02038,H5,1.66,Found,2002,-85.63333,-68.7
Pecora Escarpment 02039,H5,9.41,Found,2002,-85.63333,-68.7
Pecora Escarpment 02040,H5,15.92,Found,2002,-85.63333,-68.7
Pecora Escarpment 02041,L5,4.03,Found,2002,-85.63333,-68.7
Pecora Escarpment 02042,LL6,14.44,Found,2002,-85.63333,-68.7
Pecora Escarpment 02043,LL5,9.18,Found,2002,-85.63333,-68.7
Pecora Escarpment 02044,L4,1.21,Found,2002,-85.63333,-68.7
Pecora Escarpment 02045,H5,23.76,Found,2002,-85.63333,-68.7
Pecora Escarpment 02046,H5,25.47,Found,2002,-85.63333,-68.7
Pecora Escarpment 02047,L5,4.71,Found,2002,-85.63333,-68.7
Pecora Escarpment 02048,L6,4.04,Found,2002,-85.63333,-68.7
Pecora Escarpment 02049,LL6,15.21,Found,2002,-85.63333,-68.7
Pecora Escarpment 02050,CM2,9.78,Found,2002,-85.63333,-68.7
Pecora Escarpment 02051,H5,20.76,Found,2002,-85.63333,-68.7
Pecora Escarpment 02052,H5,43.37,Found,2002,-85.63333,-68.7
Pecora Escarpment 02053,LL5,33.85,Found,2002,-85.63333,-68.7
Pecora Escarpment 02054,H5,2.16,Found,2002,-85.63333,-68.7
Pecora Escarpment 02055,LL5,27.14,Found,2002,-85.63333,-68.7
Pecora Escarpment 02056,LL6,40.79,Found,2002,-85.63333,-68.7
